Overworld Wild Encounter Maps (gWildMonHeaders)
Format: MAP_NAME | Time | BaseLabel | Types
MAP_VICTORY_ROAD_B1F | Night | gVictoryRoad_B1F_Night | land, rock_smash
MAP_VICTORY_ROAD_B2F | Morning | gVictoryRoad_B2F_Morning | land, water, fishing
MAP_VICTORY_ROAD_B2F | Day | gVictoryRoad_B2F_Day | land, water, fishing
MAP_VICTORY_ROAD_B2F | Evening | gVictoryRoad_B2F_Evening | land, water, fishing
MAP_VICTORY_ROAD_B2F | Night | gVictoryRoad_B2F_Night | land, water, fishing
MAP_VICTORY_ROAD_KANTO_1F | Morning | gVictoryRoadKanto_1F_Morning | land, water, rock_smash, fishing
MAP_VICTORY_ROAD_KANTO_1F | Day | gVictoryRoadKanto_1F_Day | land, water, rock_smash, fishing
MAP_VICTORY_ROAD_KANTO_1F | Evening | gVictoryRoadKanto_1F_Evening | land, water, rock_smash, fishing
MAP_VICTORY_ROAD_KANTO_1F | Night | gVictoryRoadKanto_1F_Night | land, water, rock_smash, fishing
MAP_VICTORY_ROAD_KANTO_B1F | Morning | gVictoryRoadKanto_B1F_Morning | land, water, rock_smash, fishing
MAP_VICTORY_ROAD_KANTO_B1F | Day | gVictoryRoadKanto_B1F_Day | land, water, rock_smash, fishing
MAP_VICTORY_ROAD_KANTO_B1F | Evening | gVictoryRoadKanto_B1F_Evening | land, water, rock_smash, fishing
MAP_VICTORY_ROAD_KANTO_B1F | Night | gVictoryRoadKanto_B1F_Night | land, water, rock_smash, fishing
MAP_VICTORY_ROAD_KANTO_B2F | Morning | gVictoryRoadKanto_B2F_Morning | land, water, rock_smash, fishing
MAP_VICTORY_ROAD_KANTO_B2F | Day | gVictoryRoadKanto_B2F_Day | land, water, rock_smash, fishing
MAP_VICTORY_ROAD_KANTO_B2F | Evening | gVictoryRoadKanto_B2F_Evening | land, water, rock_smash, fishing
MAP_VICTORY_ROAD_KANTO_B2F | Night | gVictoryRoadKanto_B2F_Night | land, water, rock_smash, fishing
MAP_VIRIDIAN_FOREST | Morning | gviridian_forest_Morning | land
MAP_VIRIDIAN_FOREST | Day | gviridian_forest_Day | land
MAP_VIRIDIAN_FOREST | Evening | gviridian_forest_Evening | land
MAP_VIRIDIAN_FOREST | Night | gviridian_forest_Night | land
MAP_WES_HIDEOUT_ENTRANCE | Morning | gWesHideout_Entrance_Morning | land, water, rock_smash, fishing
MAP_WES_HIDEOUT_ENTRANCE | Day | gWesHideout_Entrance_Day | land, water, rock_smash, fishing
MAP_WES_HIDEOUT_ENTRANCE | Evening | gWesHideout_Entrance_Evening | land, water, rock_smash, fishing
MAP_WES_HIDEOUT_ENTRANCE | Night | gWesHideout_Entrance_Night | land, water, rock_smash, fishing
MAP_WES_HIDEOUT_UNDERGROUND | Morning | gWesHideout_Underground_Morning | land, water, rock_smash, fishing
MAP_WES_HIDEOUT_UNDERGROUND | Day | gWesHideout_Underground_Day | land, water, rock_smash, fishing
MAP_WES_HIDEOUT_UNDERGROUND | Evening | gWesHideout_Underground_Evening | land, water, rock_smash, fishing
MAP_WES_HIDEOUT_UNDERGROUND | Night | gWesHideout_Underground_Night | land, water, rock_smash, fishing
MAP_WHIRL_ISLANDS_1F | Morning | gWhirlIslands_1F_Morning | land, water, rock_smash, fishing
MAP_WHIRL_ISLANDS_1F | Day | gWhirlIslands_1F_Day | land, water, rock_smash, fishing
MAP_WHIRL_ISLANDS_1F | Evening | gWhirlIslands_1F_Evening | land, water, rock_smash, fishing
MAP_WHIRL_ISLANDS_1F | Night | gWhirlIslands_1F_Night | land, water, rock_smash, fishing
MAP_WHIRL_ISLANDS_B1F | Morning | gWhirlIslands_B1F_Morning | land, water, rock_smash, fishing
MAP_WHIRL_ISLANDS_B1F | Day | gWhirlIslands_B1F_Day | land, water, rock_smash, fishing
MAP_WHIRL_ISLANDS_B1F | Evening | gWhirlIslands_B1F_Evening | land, water, rock_smash, fishing
MAP_WHIRL_ISLANDS_B1F | Night | gWhirlIslands_B1F_Night | land, water, rock_smash, fishing
MAP_WHIRL_ISLANDS_B1F_INNER | Morning | gWhirlIslands_B1F_Inner_Morning | land, water, rock_smash, fishing
MAP_WHIRL_ISLANDS_B1F_INNER | Day | gWhirlIslands_B1F_Inner_Day | land, water, rock_smash, fishing
MAP_WHIRL_ISLANDS_B1F_INNER | Evening | gWhirlIslands_B1F_Inner_Evening | land, water, rock_smash, fishing
MAP_WHIRL_ISLANDS_B1F_INNER | Night | gWhirlIslands_B1F_Inner_Night | land, water, rock_smash, fishing
MAP_WHIRL_ISLANDS_B2F | Morning | gWhirlIslands_B2F_Morning | land, water, rock_smash, fishing
MAP_WHIRL_ISLANDS_B2F | Day | gWhirlIslands_B2F_Day | land, water, rock_smash, fishing
MAP_WHIRL_ISLANDS_B2F | Evening | gWhirlIslands_B2F_Evening | land, water, rock_smash, fishing
MAP_WHIRL_ISLANDS_B2F | Night | gWhirlIslands_B2F_Night | land, water, rock_smash, fishing
MAP_WHIRL_ISLANDS_B3F | Morning | gWhirlIslands_B3F_Morning | land, water, rock_smash, fishing
MAP_WHIRL_ISLANDS_B3F | Day | gWhirlIslands_B3F_Day | land, water, rock_smash, fishing
MAP_WHIRL_ISLANDS_B3F | Evening | gWhirlIslands_B3F_Evening | land, water, rock_smash, fishing
MAP_WHIRL_ISLANDS_B3F | Night | gWhirlIslands_B3F_Night | land, water, rock_smash, fishing
MAP_WHIRL_ISLANDS_DESCENT | Morning | gWhirlIslands_Descent_Morning | land, water, rock_smash, fishing
MAP_WHIRL_ISLANDS_DESCENT | Day | gWhirlIslands_Descent_Day | land, water, rock_smash, fishing
MAP_WHIRL_ISLANDS_DESCENT | Evening | gWhirlIslands_Descent_Evening | land, water, rock_smash, fishing
MAP_WHIRL_ISLANDS_DESCENT | Night | gWhirlIslands_Descent_Night | land, water, rock_smash, fishing
MAP_WHIRL_ISLANDS_LUGIA_CHAMBER | Morning | gWhirlIslands_LugiaChamber_Morning | land, water, rock_smash, fishing
MAP_WHIRL_ISLANDS_LUGIA_CHAMBER | Day | gWhirlIslands_LugiaChamber_Day | land, water, rock_smash, fishing
MAP_WHIRL_ISLANDS_LUGIA_CHAMBER | Evening | gWhirlIslands_LugiaChamber_Evening | land, water, rock_smash, fishing
MAP_WHIRL_ISLANDS_LUGIA_CHAMBER | Night | gWhirlIslands_LugiaChamber_Night | land, water, rock_smash, fishing

gBattlePyramidWildMonHeaders
Format: BaseLabel | Time | Types

gBattlePyramid_1_Morning | Morning | land
gBattlePyramid_2_Morning | Morning | land
gBattlePyramid_3_Morning | Morning | land
gBattlePyramid_4_Morning | Morning | land
gBattlePyramid_5_Morning | Morning | land
gBattlePyramid_6_Morning | Morning | land
gBattlePyramid_7_Morning | Morning | land
gBattlePyramid_1_Day | Day | land
gBattlePyramid_2_Day | Day | land
gBattlePyramid_3_Day | Day | land
gBattlePyramid_4_Day | Day | land
gBattlePyramid_5_Day | Day | land
gBattlePyramid_6_Day | Day | land
gBattlePyramid_7_Day | Day | land
gBattlePyramid_1_Evening | Evening | land
gBattlePyramid_2_Evening | Evening | land
gBattlePyramid_3_Evening | Evening | land
gBattlePyramid_4_Evening | Evening | land
gBattlePyramid_5_Evening | Evening | land
gBattlePyramid_6_Evening | Evening | land
gBattlePyramid_7_Evening | Evening | land
gBattlePyramid_1_Night | Night | land
gBattlePyramid_2_Night | Night | land
gBattlePyramid_3_Night | Night | land
gBattlePyramid_4_Night | Night | land
gBattlePyramid_5_Night | Night | land
gBattlePyramid_6_Night | Night | land
gBattlePyramid_7_Night | Night | land

gBattlePikeWildMonHeaders
Format: BaseLabel | Time | Types

gBattlePike_1_Morning | Morning | land
gBattlePike_2_Morning | Morning | land
gBattlePike_3_Morning | Morning | land
gBattlePike_4_Morning | Morning | land
gBattlePike_1_Day | Day | land
gBattlePike_2_Day | Day | land
gBattlePike_3_Day | Day | land
gBattlePike_4_Day | Day | land
gBattlePike_1_Evening | Evening | land
gBattlePike_2_Evening | Evening | land
gBattlePike_3_Evening | Evening | land
gBattlePike_4_Evening | Evening | land
gBattlePike_1_Night | Night | land
gBattlePike_2_Night | Night | land
gBattlePike_3_Night | Night | land
gBattlePike_4_Night | Night | land

Manual Additions (not present in gWildMonHeaders)
Format: MAP_NAME | Note

MAP_SAFARI_ZONE_ENTRANCE | no encounter table in gWildMonHeaders
MAP_SAFARI_ZONE_LOW_MID | no encounter table in gWildMonHeaders
MAP_SAFARI_ZONE_LOW_LEFT | no encounter table in gWildMonHeaders
MAP_SAFARI_ZONE_LOW_RIGHT | no encounter table in gWildMonHeaders
MAP_SAFARI_ZONE_TOP_LEFT | no encounter table in gWildMonHeaders
MAP_SAFARI_ZONE_TOP_MID | no encounter table in gWildMonHeaders
MAP_SAFARI_ZONE_TOP_RIGHT | no encounter table in gWildMonHeaders
MAP_FUCHSIA_SAFARIZONEENTRANCE | no encounter table in gWildMonHeaders
MAP_FUCHSIA_SAFARIZONEBEACH | no encounter table in gWildMonHeaders
MAP_FUCHSIA_SAFARIZONEBRUSH | no encounter table in gWildMonHeaders
MAP_FUCHSIA_SAFARIZONEMOUNTAIN | no encounter table in gWildMonHeaders
MAP_FUCHSIA_SAFARIZONECAVE | no encounter table in gWildMonHeaders
